timestamp,bitcoin,ethereum,tether,binancecoin,ripple,usd-coin,staked-ether,dogecoin,cardano,solana
2021-09-03,49338.78465183332,3793.3007433464186,0.9995155500191534,484.92303782064835,1.2573255129034822,0.9992546687243848,3771.2628157322893,0.2962013058951231,2.9649869383184746,128.67418646306453
2021-09-04,49934.5282762881,3936.1633916244464,0.9988649397504805,487.5028155359726,1.291252384471998,1.000896245369024,3904.0781177586427,0.2960343185156341,2.96707544958908,146.35759448244343
2021-09-05,50013.02994694588,3894.937511605067,0.99710219804087,499.23220832331145,1.2532249149224715,1.00022503031919,3871.6656688419444,0.300158242507498,2.8383566732607424,139.59408991633026
2021-09-06,51696.206431317885,3950.270344526561,1.0004288181245948,502.64789931106213,1.2984832643777857,1.0001757229836574,3923.7452895704955,0.312889033484067,2.9111968759715467,142.13561416692806
2021-09-07,52739.800166345514,3943.256785301908,0.9999714467288541,497.3629972066087,1.3911304469034182,1.00093574888048,3899.079418092414,0.30971277324824376,2.84108679445392,164.56092375980077
2021-09-08,46995.16417095979,3440.3417568365676,1.0015307774315565,418.7199041232581,1.131348061182022,1.0016762671319381,3421.6596550009167,0.25533674319452393,2.510399694165375,173.31109531018657
2021-09-09,46085.02861578186,3496.859022996073,1.0035113613071207,414.01508472530526,1.1056689280662244,1.0006606733049996,3492.418500482004,0.2565693309193465,2.4771529159609793,189.3444533132092
2021-09-10,46518.94118660236,3435.97993265133,1.0037602354124957,421.90434620430176,1.0912461914893277,1.002367718306522,3390.0630207582876,0.2528076225271596,2.518800289012154,188.2759415810392
2021-09-11,44802.60640249699,3209.915696090501,0.9989844996558042,401.63387407746995,1.0535526974723732,1.0007760966268684,3155.6418482681156,0.24017932552381926,2.3770169255943054,178.31957000068277
2021-09-12,45196.488277558245,3268.1041621348804,1.0023842193721983,404.1454767462771,1.0752209314359358,1.001957157196398,3203.562307416458,0.24120081420477424,2.6135386010300583,177.94240190335438
2021-09-13,46195.21830082935,3417.839366766938,1.010674084543786,417.78466673455966,1.1169842609284972,0.999191392063222,3371.458951471537,0.2514087506762574,2.5979163349567953,174.88132072034375
2021-09-14,45139.83396873267,3301.186776828727,1.002465958078472,400.88829550518807,1.068604148677846,1.0031171595081583,3249.238122257878,0.23708097727536176,2.4157478253065485,169.277346931387
2021-09-15,47135.43199562694,3425.2508733748823,1.0031700620851922,414.29388624030463,1.096311313495669,1.0019757498706514,3371.510949556262,0.24107195932785483,2.399444430468812,157.37799350381528
