fecha,criptomoneda,precio,capitalizacion,volumen_total
2020-12-29,BinanceCoin,35.916069082572335,5302039004.723987,722362992.9008424
2020-12-29,Ripple,0.2461344343242419,11125026065.81033,5788819181.423517
2020-12-29,Solana,1.519128250108042,70774348.23560144,16248544.099952295
2020-12-29,USD Coin,1.003015541097264,3681723725.312681,1114721515.0966094
2020-12-29,Dogecoin,0.0046037944779786,585343439.1637602,132681365.80032332
2020-12-29,Staked Ether,730.4192863701766,11392116.720485743,2319.238431710206
2020-12-30,BinanceCoin,38.83756963362207,5722427540.454511,1167579329.0255787
2020-12-30,Dogecoin,0.0044934953095252,571481132.3233013,137019167.90093893
2020-12-30,Ripple,0.2214074332658726,10057607712.33219,10590299229.511703
2020-12-30,Bitcoin,27424.538954606684,509680257177.0481,38081840205.60215
2020-12-30,USD Coin,1.0032934424537712,3731970717.633205,1258085332.132933
2020-12-30,Staked Ether,722.7676805784541,11493376.39775885,116741.44432478557
2020-12-30,Tether,1.0012237308367522,20873380059.77788,57716128688.25279
2020-12-30,Ethereum,735.5908981625738,83885243123.81543,17170428247.761232
2020-12-30,Solana,1.6760685346336837,78352281.80230162,34126955.314970545
2020-12-30,Cardano,0.1928756629935067,5977650580.589258,2524633061.7922616
2020-12-31,Staked Ether,722.2828760791737,11905413.948918724,95848.21482803432
2020-12-31,Dogecoin,0.0046563909266352,591471700.0622396,138903963.936452
2020-12-31,BinanceCoin,38.1509269709647,5644561342.625012,595689639.2379647
2020-12-31,Cardano,0.184493035750891,5728871576.204359,1624809767.3045118
2020-12-31,USD Coin,1.0006530822797923,3705248341.677503,1337175783.38338
2020-12-31,Solana,1.5378390877377932,71585859.2732059,16897738.266745638
2020-12-31,Bitcoin,28837.28852895899,535967306917.8413,43341140482.282166
2020-12-31,Tether,1.0015644877238363,20920738588.99385,56031648977.85375
2020-12-31,Ethereum,752.8559324490188,85790178023.44371,13293869466.928808
2020-12-31,Ripple,0.2120697554323437,9633436313.890484,6788558769.855404
2021-01-01,Staked Ether,733.3186200214205,12333635.441624038,81813.99824695727
2021-01-01,Solana,1.5158074963117758,69766796.8517985,17111375.741750743
2021-01-01,Dogecoin,0.0047066048449903,597887560.832381,127614763.73977792
2021-01-01,USD Coin,1.0014906084668167,3925840105.208279,1328183557.2887115
2021-01-01,Cardano,0.1820711329002511,5664962992.375575,1053156167.9431828
2021-01-01,Tether,1.0000520646337905,20934027063.04073,50122642446.09134
2021-01-01,Ripple,0.2205345162888086,9986921049.346115,4364513012.765856
2021-01-01,Bitcoin,29022.41839530417,539438036435.6701,43503516563.29488
2021-01-01,Ethereum,738.6169381520413,84037694047.35515,18166112097.655663
2021-01-01,BinanceCoin,37.39459108952269,5507755823.482548,540443823.3416194
2021-01-02,Ethereum,730.1473402196374,83294083323.20639,13843183079.15519
2021-01-02,Solana,1.8411408764785613,86318139.65505527,32991393.10011804
2021-01-02,Ripple,0.2374368348483966,10785755952.896765,4606019123.280501
2021-01-02,Cardano,0.1756785793062816,5459442449.830887,1058190761.3908306
2021-01-02,Dogecoin,0.0055382718667696,707576207.9924628,244607103.81259736
2021-01-02,Tether,1.001992607019633,21123644615.38574,46908184579.778656
2021-01-02,Staked Ether,723.5314329233858,12123442.78038427,5104.645519294309
2021-01-02,USD Coin,0.9994827791130813,4123724902.227184,1017242929.1513488
2021-01-02,Bitcoin,29352.12679194895,545593282215.2498,34089717988.090446
2021-01-02,BinanceCoin,37.907080194788,5584591445.479913,548599820.9229406
2021-01-03,USD Coin,1.002601259400023,4128120369.150497,2583430277.68105
2021-01-03,Staked Ether,772.0626849149918,13205950.414439876,34572.923549638675
2021-01-03,Cardano,0.1781849525381411,5541071871.348484,1247682980.6516886
2021-01-03,Ethereum,777.6960653039432,88595346035.55156,20443662605.68775
2021-01-03,Ripple,0.2218699831441479,10066602632.99948,3622428802.954543
2021-01-03,Dogecoin,0.0106030746260279,1354819956.9427054,3117161274.364129
2021-01-03,Solana,1.802628913180411,84086466.39653847,41366106.07008067
2021-01-03,Bitcoin,32163.82493533521,597887713053.5825,57273436641.22308
2021-01-03,Tether,1.0031205093162412,21202977966.966965,65600559358.04798
2021-01-03,BinanceCoin,38.3407827710088,5664992538.860413,637202193.8641078
2021-01-04,BinanceCoin,41.073833461872894,6162622121.465481,942962614.7706436
2021-01-04,Ripple,0.2256366959380966,10455111151.166016,3986801676.050338
2021-01-04,Ethereum,967.0005967288458,112525376104.65454,140906534190.58786
2021-01-04,Solana,2.14770799035378,99775343.80647424,71243785.08334851
2021-01-04,Bitcoin,33008.226203489285,613616917625.6967,178894068361.35312
2021-01-04,Staked Ether,977.5678400984992,15836679.44998422,35395.449102019724
2021-01-04,Tether,1.0007211864651786,21350523809.280685,88050410443.81592
2021-01-04,USD Coin,0.9965639082258264,4227905606.022351,8822770342.644243
2021-01-04,Dogecoin,0.010086681740732,1288354839.388065,2306838510.677289
2021-01-04,Cardano,0.2050372401815204,6478554204.432761,2068192817.4392383
2021-01-05,Staked Ether,966.8978757629144,17475397.472125165,277333.65778191475
2021-01-05,Bitcoin,31515.575966658354,585726270248.7891,74657165356.22716
2021-01-05,Ripple,0.2346184739285062,10578255930.15237,5235562377.385517
2021-01-05,USD Coin,0.9808943193723147,4254328706.9059496,2612543382.271602
2021-01-05,Tether,0.9997061275089264,21808226475.32642,107933689971.92683
2021-01-05,Dogecoin,0.0095917508322786,1226307420.3356287,1238833461.1610012
2021-01-05,Solana,2.4217846067950366,111799126.97201678,74768826.60691226
2021-01-05,BinanceCoin,39.96291375628447,5860212415.082251,962253282.3266126
2021-01-05,Cardano,0.2188884921904594,6776976218.184067,2846810326.926629
2021-01-05,Ethereum,1025.6547675669035,116693162132.74934,62285144708.39812
2021-01-06,Solana,2.1618689571522256,100329573.08891997,65041612.88843685
2021-01-06,Tether,1.002747178640493,21938753509.12453,94209342878.68344
2021-01-06,BinanceCoin,41.70002777344284,6146043355.419785,750006113.3520838
2021-01-06,Dogecoin,0.0098411719752248,1257877104.268277,643097357.7319219
2021-01-06,Ripple,0.2266990256435646,10299283152.408031,3965486346.385545
2021-01-06,Ethereum,1103.3582516225742,125112930227.72488,47148245967.40434
2021-01-06,USD Coin,0.9999673121710856,4372477494.602853,1757530396.6609378
2021-01-06,Cardano,0.2592124040314695,8086992388.5403805,3367998095.423193
2021-01-06,Bitcoin,34082.20604904424,633651671519.3958,67420500715.520256
2021-01-06,Staked Ether,1113.9010557940435,19381852.747256536,442577.9705531442
2021-01-07,Ripple,0.2523851552432814,11458017061.61058,5964831226.894267
2021-01-07,Ethereum,1208.5750928728885,137306782958.13136,47886847354.00142
2021-01-07,Bitcoin,36933.520137309126,682743683563.0741,71027195897.95125
2021-01-07,Solana,1.9231854639663053,89806036.82660183,66770224.861168616
2021-01-07,Cardano,0.3318409734964671,10274502269.983538,5744644250.202653
2021-01-07,USD Coin,1.000257719476318,4383223919.999994,1824927971.9570253
2021-01-07,BinanceCoin,42.18286284478925,6213203841.025946,804566738.1656963
2021-01-07,Dogecoin,0.0104634649803513,1331066850.693355,699719977.7240769
2021-01-07,Tether,1.007831528615089,22300090404.1088,102226578773.9809
2021-01-07,Staked Ether,1173.3314353182077,21396653.5960448,38065.92353668953
2021-01-08,Cardano,0.3005428519135833,9271209679.66398,3771312674.734168
2021-01-08,Tether,1.0011229764103136,22825440973.45904,112491987599.54878
2021-01-08,USD Coin,1.003830549057683,4487166194.893721,2281564713.4523
2021-01-08,Ripple,0.3253987133058693,14783360785.307053,13896459827.555267
2021-01-08,Dogecoin,0.0097763291601188,1249855746.9754574,505843512.6699151
2021-01-08,Bitcoin,39547.08408135567,735339707368.3339,78642959829.4919
2021-01-08,BinanceCoin,43.399503661775,6360257240.65883,993406143.510464
2021-01-08,Staked Ether,1223.4467832598373,22986311.18507738,33380.0662837602
2021-01-08,Solana,2.367409284882969,617487734.823374,219251174.2197483
2021-01-08,Ethereum,1229.4713150147782,139084939665.71393,43042878463.81648
2021-01-09,Ethereum,1223.7296883535275,139145700786.27826,48132624602.86217
2021-01-09,BinanceCoin,42.46668009933768,6257342788.151831,741620428.8442516
2021-01-09,USD Coin,1.0013946457621614,4569415836.970623,2329460190.6595893
2021-01-09,Cardano,0.3079477293892311,9486227623.151382,3852929126.905951
2021-01-09,Bitcoin,40815.96185478254,758971014787.3597,82846468856.35208
2021-01-09,Staked Ether,1224.7829944332022,24866161.52233301,61432.89308072859
2021-01-09,Dogecoin,0.009888196538593,1264295435.64546,423947676.8498761
2021-01-09,Solana,3.2344821232005927,832993617.4072843,286755149.1133893
2021-01-09,Ripple,0.3215219169756062,14620012702.672577,7073230046.413266
2021-01-09,Tether,1.0025753237228696,23523147664.187305,116098707019.9269
2021-01-10,Dogecoin,0.0102194801874009,1306799490.5060332,483402082.2029271
2021-01-10,Bitcoin,40296.5290038294,749347201462.6359,55921808671.54423
2021-01-10,Cardano,0.3330699936580539,10474851603.194077,2824226312.928416
2021-01-10,Ripple,0.3291685242044116,14981088874.901352,5434746112.270671
2021-01-10,Staked Ether,1247.308135031523,27038338.911400877,16621.725032768987
2021-01-10,BinanceCoin,44.009471856745336,6535325408.396228,627647722.2753556
2021-01-10,Tether,1.0052281707835635,23789558136.59055,88843690833.95743
2021-01-10,USD Coin,0.9986514945642958,4756435704.08813,1530080056.748359
2021-01-10,Solana,3.3885883690214627,895647361.5109031,120168621.4158514
2021-01-10,Ethereum,1282.979575527323,147397891905.5662,34851118090.66404
2021-01-11,Bitcoin,38397.895985418174,714078952009.0243,73381123612.69325
2021-01-11,Tether,1.002045316205101,24279872324.78446,113187178994.25513
2021-01-11,Solana,3.4737322317991124,912330458.1173432,80904486.74204415
2021-01-11,USD Coin,1.0017748548493897,4823053784.678522,1911614658.0474403
2021-01-11,BinanceCoin,42.58410098557694,6321067625.073282,809936299.3155736
2021-01-11,Dogecoin,0.0098810878704448,1263664502.9384043,430989178.5231064
2021-01-11,Cardano,0.306214441004005,9547696166.484123,2905060003.694079
2021-01-11,Ripple,0.3186871799889355,14491113587.04244,7389910221.259051
2021-01-11,Ethereum,1267.7310031512136,144775179901.584,44541377224.12463
2021-01-11,Staked Ether,1279.3605770058432,32744969.53311306,29187.71116235973
2021-01-12,Bitcoin,35669.90668663349,663380898829.0051,111691569520.1052
2021-01-12,Dogecoin,0.008856219491507,1132719253.9873154,561767456.6464167
2021-01-12,Solana,3.1076274895234994,817258464.2688268,106045335.58882752
2021-01-12,Ethereum,1092.9143378806064,124728988376.03725,67107873698.86543
2021-01-12,USD Coin,1.0037355736018048,4827132057.482812,3405425027.144373
2021-01-12,Staked Ether,1087.2141097118467,28497872.511435103,45761.95916254789
2021-01-12,Cardano,0.2765118481411739,8567295374.420918,3667755701.884773
2021-01-12,Ripple,0.290345256663072,13238979457.402128,7740853849.032595
2021-01-12,Tether,1.0085184528161932,24476886629.5841,151288274893.9023
2021-01-12,BinanceCoin,38.45392552379035,5708211117.642347,1050223987.9080732
2021-01-13,Bitcoin,33938.33587810088,629751630408.4126,68954134557.3671
2021-01-13,BinanceCoin,38.11427219614462,5655761600.931015,652529246.5605841
2021-01-13,Cardano,0.287840175861167,8919293654.92031,3199211911.135686
2021-01-13,Dogecoin,0.0080671371316083,1022224680.7365732,343428360.7180931
2021-01-13,Ethereum,1045.406815230412,119330774034.78914,37495863245.02223
2021-01-13,Tether,1.002325277523874,24294673600.94405,98641615847.4722
2021-01-13,Solana,3.58676467736862,938493137.5207736,97551374.06150249
2021-01-13,Ripple,0.2935698883632647,13344731547.471989,5119148557.747889
2021-01-13,USD Coin,1.0030626259102515,4783652038.103683,2030048039.104106
2021-01-13,Staked Ether,1051.1076614383398,29435948.93378641,23342.19555282117
2021-01-14,Ripple,0.3064999201536099,13957393308.172102,3423237246.197349
2021-01-14,Tether,1.0036185497396932,24337321169.826145,88304528335.44354
2021-01-14,Ethereum,1132.0155910164729,128582223216.0304,32166268470.073757
2021-01-14,BinanceCoin,40.22565374012507,5950937294.099859,597978132.5142691
2021-01-14,Staked Ether,1137.3555154821463,53336069.24367899,65350.07202209887
2021-01-14,Dogecoin,0.0086503405889295,1106626599.018502,279274226.79731566
2021-01-14,USD Coin,1.002332080230294,4762603311.208288,1717314418.553346
2021-01-14,Bitcoin,37456.00772548642,696668634091.3435,65278944793.97605
2021-01-14,Cardano,0.3113499146866433,9668965191.987007,2101875653.5599017
2021-01-14,Solana,3.520762208941768,921726565.2583522,75016318.35179248
2021-01-15,BinanceCoin,41.76107527446097,6162213630.697031,599233551.3479655
2021-01-15,Ethereum,1216.9147884634556,138240285220.32953,34339866026.50668
2021-01-15,USD Coin,1.0037235586606632,4828960535.356582,1847482881.567884
2021-01-15,Bitcoin,39232.74997140346,729751433670.0881,57519444621.68669
2021-01-15,Ripple,0.2959769562364813,13478198579.22908,3830269072.4567375
2021-01-15,Cardano,0.3101366394448269,9607023622.828886,2179071320.308733
2021-01-15,Staked Ether,1215.0340174070896,76486156.1462544,20891.856492975992
2021-01-15,Tether,0.9978763563497436,24213693580.926777,83470865703.92484
2021-01-15,Solana,3.2781934892090505,859145982.5611855,76404702.33595315
2021-01-15,Dogecoin,0.0094672344959347,1211261062.4007857,475592505.289804
2021-01-16,Ripple,0.2803368033210713,12758648527.012669,3539150045.4070897
2021-01-16,Cardano,0.3025753224416189,9452716399.649153,2565853415.468592
2021-01-16,Staked Ether,1160.644094291291,77773706.44238818,23973.27157269267
2021-01-16,Solana,3.2557793953909067,854734765.1596448,58075508.18361369
2021-01-16,BinanceCoin,41.00211347628559,6085115283.863143,644644087.6941874
2021-01-16,Ethereum,1171.8600177046465,133962341262.37856,39499008134.40842
2021-01-16,Tether,1.0005219609799012,24266793529.261494,96992240843.62924
2021-01-16,Dogecoin,0.0093264142679071,1193371729.6035223,443710335.69217896
2021-01-16,USD Coin,1.00170040030678,4876847232.563923,2488663054.823596
2021-01-16,Bitcoin,36787.52121668496,684304915288.2261,63450740093.03335
2021-01-17,Ethereum,1234.6318700828049,141369013157.282,38277998837.56892
2021-01-17,Cardano,0.3522503951510311,10974418960.154127,4537543259.394854
2021-01-17,Tether,1.0021410577808154,24315907744.20519,94463862958.58072
2021-01-17,USD Coin,1.0004455946387552,5042504749.588362,1703443275.8119874
2021-01-17,Staked Ether,1219.3826646568334,86367412.5894856,27560.443657135864
2021-01-17,Bitcoin,36254.713079410845,674660879866.02,55054325262.44017
2021-01-17,Dogecoin,0.0092649617518258,1185636962.329226,358598771.0511315
2021-01-17,BinanceCoin,43.228026040119325,6408266290.294945,685226682.5080959
2021-01-17,Solana,3.451865500376336,904006570.0309956,99803415.70677254
2021-01-17,Ripple,0.2802087671576728,12752821363.443005,3219537933.3068643
2021-01-18,Cardano,0.3796879602467297,11944120204.049416,5632481727.628044
2021-01-18,BinanceCoin,45.61128937623028,6811733847.335682,782336096.7872308
2021-01-18,USD Coin,0.997716406553554,5073254051.47403,1463652514.7873156
2021-01-18,Dogecoin,0.0090276029568345,1155387088.7706044,331381092.9536108
2021-01-18,Bitcoin,35804.263885674685,672291934493.4396,50749258739.19448
2021-01-18,Tether,0.9981823506819848,24325253500.34864,89790741770.63055
2021-01-18,Solana,3.81598415593309,1017470477.7839756,93623327.60068645
2021-01-18,Ripple,0.2770459220161564,12608874407.39614,2702518877.421779
2021-01-18,Ethereum,1229.379698072007,142087383372.707,35508914212.36928
2021-01-18,Staked Ether,1193.8335285214778,84463316.17207983,7698.1161483334145
2021-01-19,Tether,1.000149868569436,24361784336.09795,75752435427.7289
2021-01-19,Ethereum,1255.976691513213,143378258827.21744,30802895108.229195
2021-01-19,Solana,3.775146639945967,987108914.5515286,92855359.6361952
2021-01-19,BinanceCoin,45.26255345762477,6697976479.659836,642880517.4489744
2021-01-19,USD Coin,0.999571076203274,5130649762.345672,1401769173.96061
2021-01-19,Cardano,0.3696509940325456,11556220463.724558,3594501559.179449
2021-01-19,Staked Ether,1246.2501791878278,83549641.03804947,3633.065062628682
2021-01-19,Ripple,0.2846371762289812,12954366484.188166,2636794498.898764
2021-01-19,Bitcoin,36595.4647692826,682647247200.097,46769030146.76761
2021-01-19,Dogecoin,0.0091616245519375,1180603793.08785,292476114.0269545
2021-01-20,BinanceCoin,42.9091445016058,6375499623.76684,925423978.3094244
2021-01-20,USD Coin,0.9944315615856414,5144419415.794786,2043897136.1176383
2021-01-20,Staked Ether,1374.7240388132666,94727223.03282714,8909.006666654137
2021-01-20,Ethereum,1383.4840902277117,157929393133.71045,52274850962.437416
2021-01-20,Tether,0.9974581028851844,24298711592.612995,95230363079.669
2021-01-20,Ripple,0.2945111481648177,13433997245.77599,4329912741.449357
2021-01-20,Bitcoin,36104.86385775514,671734819189.1033,51736994549.00597
2021-01-20,Solana,3.641431311969665,953132372.6214266,70082464.78928855
2021-01-20,Dogecoin,0.0090530310229233,1158893557.1417313,325744395.5779781
2021-01-20,Cardano,0.3693457419983242,11583747204.108196,2957432002.378526
2021-01-21,BinanceCoin,42.516660637481856,6266849381.663175,773096223.0028383
2021-01-21,Ethereum,1385.8529958752583,156457140894.28006,52021227614.32531
2021-01-21,Ripple,0.29627784655251,13484155008.268003,3435836186.364772
2021-01-21,USD Coin,1.0015223442123866,5295657476.162421,1814835507.2740333
2021-01-21,Dogecoin,0.0090462304852752,1158148986.8963308,313732430.34542584
2021-01-21,Solana,3.729115837327082,973442831.7891594,58455688.05431196
2021-01-21,Staked Ether,1328.3856147705762,101801923.66360264,5907.759644804566
2021-01-21,Cardano,0.3763115739575005,11629239817.496456,3314777145.018924
2021-01-21,Bitcoin,35587.489202735545,662434464441.264,58406615612.06859
2021-01-21,Tether,0.997756308493604,24773996062.93597,98400901337.33005
2021-01-22,USD Coin,1.0001832166728162,5371877612.754116,2321675004.109136
2021-01-22,Dogecoin,0.0081603177038341,1044842777.6884336,297156190.4570499
2021-01-22,Ethereum,1122.912432537305,130713677392.4996,49658518028.423325
2021-01-22,Ripple,0.2691929557994423,12251471331.286976,3432332258.47658
2021-01-22,Tether,1.006988053765055,25008394352.59355,98500138249.87907
2021-01-22,Staked Ether,1110.6621459785124,84924379.65320097,77.4220678573587
2021-01-22,Cardano,0.311240182830754,9813434945.822624,3158075594.9716253
2021-01-22,BinanceCoin,38.76373900578527,5774109832.68915,727050005.3357811
2021-01-22,Solana,2.998811474590356,786986237.3494189,56210951.53133906
2021-01-22,Bitcoin,30913.695736053804,575205510268.1292,69415314297.66626
2021-01-23,Solana,3.341360079142882,870802220.8670269,78912922.70962742
2021-01-23,Tether,1.0004118150368448,24801327622.79229,109499932960.65396
2021-01-23,Ripple,0.2731864710790083,12348108563.326498,3735006905.770562
2021-01-23,Dogecoin,0.0085168431423872,1087438950.406252,293811759.97162914
2021-01-23,Cardano,0.3511613639040078,10808585450.780878,4093983206.349115
2021-01-23,Bitcoin,32957.908782655926,613271077002.4795,69549742252.37038
2021-01-23,Staked Ether,1207.5312269124056,93051751.08442973,8820.211015767438
2021-01-23,Ethereum,1236.6834427536564,140271927461.8329,48657448380.08583
2021-01-23,BinanceCoin,40.76713000700509,5972297132.161497,529413658.3083043
2021-01-23,USD Coin,1.001389397096311,5517506426.223048,2463903785.088229
2021-01-24,Ripple,0.2714275942324098,12353173876.273672,2366507204.2381835
2021-01-24,Tether,0.9985816708045648,24747246253.755672,74584935867.30522
2021-01-24,Staked Ether,1241.668428386274,110162894.87456314,7089.779960007589
2021-01-24,Cardano,0.3464554739144793,10775451797.658688,2968549141.652513
2021-01-24,BinanceCoin,40.77664235619435,6025125570.096895,530395845.22519046
2021-01-24,Ethereum,1231.176379704471,140773242456.76056,30774910632.149376
2021-01-24,Solana,3.5015683031312848,910358037.3778708,34563933.45906492
2021-01-24,Bitcoin,32068.08737440817,596744391345.3533,43575409684.64115
2021-01-24,USD Coin,0.9996681217219734,5594771753.147792,1312943569.856355
2021-01-24,Dogecoin,0.0085747184018846,1098138943.8773112,264407165.9551725
2021-01-25,USD Coin,1.0008067267035037,5604626118.411799,1345891280.6663797
2021-01-25,Dogecoin,0.0087290324095395,1118023169.9593675,255272293.7364981
2021-01-25,BinanceCoin,41.84754636819086,6175849056.405198,511146060.0042524
2021-01-25,Cardano,0.3520962985605136,10907245699.203642,2870391825.2037973
2021-01-25,Solana,3.63170707484897,946423915.3825784,39857016.48670482
2021-01-25,Ripple,0.2735918816505446,12456245392.6549,1991913877.8750143
2021-01-25,Staked Ether,1332.3202314378657,119999757.95428067,4435.088453083787
2021-01-25,Ethereum,1392.5397634449737,158167202909.14236,39913977039.25946
2021-01-25,Tether,0.9995861458889472,24813122584.88907,75389392521.67853
2021-01-25,Bitcoin,32273.51735032927,600595408892.1986,42810544126.17814
2021-01-26,Staked Ether,1323.3040641583143,121253879.31507112,2866.7722452686894
2021-01-26,Ripple,0.2686696301857387,12239551031.522264,2148246353.085917
2021-01-26,BinanceCoin,41.43889066736872,6118277883.105456,570986736.9519608
2021-01-26,Ethereum,1323.4295031020106,151940348541.692,44124188232.248085
2021-01-26,Dogecoin,0.0083735902057753,1072613319.7744282,236268070.55985984
2021-01-26,Solana,3.7139996330041942,970376773.8007468,102071940.744134
2021-01-26,Bitcoin,32375.320062981456,602517850752.0305,50410553261.41445
2021-01-26,USD Coin,0.9990399783495204,5538707947.677226,1647358191.403016
2021-01-26,Tether,1.000845728217716,24943473422.73445,81887567858.67982
2021-01-26,Cardano,0.3443612535369296,10718641448.677244,2239860916.453625
2021-01-27,Ripple,0.2685555257861136,12218188875.589691,1978755667.4820125
2021-01-27,USD Coin,0.9998673338225952,5423438351.781103,1660151401.3448236
2021-01-27,Bitcoin,32582.10944502123,606573549809.8268,48489676580.41073
2021-01-27,Dogecoin,0.0082769319827089,1053619538.5165172,211765468.6878488
2021-01-27,Tether,1.0032012535425443,25059561869.015556,77742955151.28645
2021-01-27,Ethereum,1355.233724240999,155446593758.92108,40367492548.54314
2021-01-27,Staked Ether,1360.2115687998769,129743647.98528457,94.95040845503998
2021-01-27,BinanceCoin,41.53699697144749,6125248409.288884,610970650.8481272
2021-01-27,Solana,4.032884053809296,1054703273.4109548,99915130.853126
2021-01-27,Cardano,0.3438978098422514,10707255441.64569,1848031728.979849
2021-01-28,Staked Ether,1243.595224170501,121610639.34405212,62.17976120852506
