timestamp,bitcoin,ethereum,tether,binancecoin,ripple,usd-coin,staked-ether,dogecoin,cardano,solana
2020-12-22,38423396405.393135,14563648896.243877,56045236102.61864,713959772.0509456,7090693761.650875,881597851.3159701,137563.02655658743,582692435.9982187,838303952.7025075,10231076.96252841
2020-12-23,38733771616.273865,11548425748.838194,56285751885.75779,667525756.72639,11195910016.75438,1076390262.6837974,137563.02655658743,236179119.0182375,992545291.2040076,14598569.95920073
2020-12-24,42917744239.8244,16795838161.84157,65223503054.45911,715085462.9995052,14873825893.383224,1049431948.3124917,67102.2592157251,185987455.0072644,1136208021.3378723,21811152.391227532
2020-12-25,36826373658.97133,15132872519.529186,58339107535.24187,576913722.6583679,15221335122.706177,861832781.4304547,54336.794214655325,182926718.7385402,1237242191.7587464,11669615.744971463
2020-12-26,36622874229.82892,13125875205.90394,55538895732.6606,481229184.400561,13152417764.349289,827657720.2654791,45933.06454052944,154364516.27139553,979948988.0898074,11302457.898446823
2020-12-27,41995154622.74047,14640527408.48169,56722879090.859406,507064929.03805727,7431667092.912673,888919878.760487,10300.366418282534,161587640.96590027,1024574835.8838996,8569139.626475705
2020-12-28,56654980595.93094,24721301579.88044,72620203805.89838,678051299.7817285,7010555503.559292,1243509136.9558241,89087.13807428456,165317270.52687648,1278813155.9527574,15721103.749787897
2020-12-29,42186521237.4668,22707049400.143177,59541015354.864624,722362992.9008424,5788819181.423517,1114721515.0966094,2319.238431710206,132681365.80032332,1485346338.5519643,16248544.099952295
2020-12-30,38081840205.60215,17170428247.761232,57716128688.252785,1167579329.0255787,10590299229.511705,1258085332.132933,116741.44432478557,137019167.90093893,2524633061.7922616,34126955.314970545
2020-12-31,43341140482.282166,13293869466.928808,56031648977.853745,595689639.2379647,6788558769.855404,1337175783.38338,95848.21482803432,138903963.936452,1624809767.3045118,16897738.266745638
2021-01-01,43503516563.294876,18166112097.655663,50122642446.09134,540443823.3416194,4364513012.765856,1328183557.2887115,81813.99824695727,127614763.73977792,1053156167.9431827,17111375.741750743
2021-01-02,34089717988.090446,13843183079.15519,46908184579.778656,548599820.9229406,4606019123.280501,1017242929.1513487,5104.645519294309,244607103.81259736,1058190761.3908306,32991393.10011804
2021-01-03,57273436641.22308,20443662605.68775,65600559358.04798,637202193.8641078,3622428802.954543,2583430277.68105,34572.923549638675,3117161274.3641295,1247682980.6516886,41366106.07008067
2021-01-04,178894068361.35312,140906534190.58786,88050410443.81592,942962614.7706436,3986801676.0503383,8822770342.644243,35395.449102019724,2306838510.677289,2068192817.4392385,71243785.08334851
2021-01-05,74657165356.22716,62285144708.39812,107933689971.92683,962253282.3266126,5235562377.385517,2612543382.271602,277333.65778191475,1238833461.1610012,2846810326.926629,74768826.60691226
2021-01-06,67420500715.520256,47148245967.40434,94209342878.68344,750006113.3520838,3965486346.3855453,1757530396.6609378,442577.97055314423,643097357.7319219,3367998095.423193,65041612.88843685
2021-01-07,71027195897.95125,47886847354.00142,102226578773.9809,804566738.1656963,5964831226.894267,1824927971.9570255,38065.92353668953,699719977.7240769,5744644250.202653,66770224.861168616
2021-01-08,78642959829.4919,43042878463.81648,112491987599.54878,993406143.5104641,13896459827.555267,2281564713.4522996,33380.0662837602,505843512.6699151,3771312674.734168,219251174.2197483
2021-01-09,82846468856.35208,48132624602.86217,116098707019.9269,741620428.8442516,7073230046.413266,2329460190.6595893,61432.89308072859,423947676.84987605,3852929126.9059505,286755149.1133893
2021-01-10,55921808671.54423,34851118090.66404,88843690833.95743,627647722.2753556,5434746112.270671,1530080056.748359,16621.725032768987,483402082.20292705,2824226312.9284153,120168621.41585141
2021-01-11,73381123612.69325,44541377224.12463,113187178994.25511,809936299.3155736,7389910221.259051,1911614658.0474405,29187.711162359734,430989178.5231064,2905060003.694079,80904486.74204415
2021-01-12,111691569520.10521,67107873698.86543,151288274893.9023,1050223987.9080731,7740853849.032595,3405425027.144373,45761.95916254789,561767456.6464167,3667755701.884773,106045335.58882752
2021-01-13,68954134557.3671,37495863245.02223,98641615847.47221,652529246.5605841,5119148557.747889,2030048039.104106,23342.195552821166,343428360.7180931,3199211911.135686,97551374.06150249
2021-01-14,65278944793.97605,32166268470.073753,88304528335.44354,597978132.5142691,3423237246.197349,1717314418.553346,65350.07202209887,279274226.79731566,2101875653.5599017,75016318.35179248
2021-01-15,57519444621.68669,34339866026.50668,83470865703.92484,599233551.3479655,3830269072.4567375,1847482881.567884,20891.856492975992,475592505.28980404,2179071320.3087335,76404702.33595315
2021-01-16,63450740093.03335,39499008134.408424,96992240843.62924,644644087.6941874,3539150045.4070897,2488663054.823596,23973.27157269267,443710335.69217896,2565853415.468592,58075508.18361369
2021-01-17,55054325262.44017,38277998837.56892,94463862958.58073,685226682.5080959,3219537933.3068643,1703443275.8119874,27560.443657135864,358598771.0511315,4537543259.394854,99803415.70677254
2021-01-18,50749258739.19448,35508914212.36928,89790741770.63055,782336096.7872308,2702518877.421779,1463652514.7873156,7698.1161483334145,331381092.9536108,5632481727.628044,93623327.60068645
2021-01-19,46769030146.76761,30802895108.229195,75752435427.7289,642880517.4489744,2636794498.898764,1401769173.96061,3633.065062628682,292476114.0269545,3594501559.179449,92855359.6361952
2021-01-20,51736994549.005974,52274850962.437416,95230363079.66899,925423978.3094243,4329912741.449357,2043897136.1176386,8909.006666654137,325744395.5779781,2957432002.378526,70082464.78928855
2021-01-21,58406615612.06859,52021227614.32531,98400901337.33005,773096223.0028383,3435836186.364772,1814835507.2740333,5907.759644804566,313732430.34542584,3314777145.018924,58455688.05431196
