timestamp,precio,market_cap,total_volumen
2020-12-22,0.004801855191794443,612762329.8263648,582692435.9982187
2020-12-23,0.004533534522381022,578585500.0546367,236179119.0182375
2020-12-24,0.0038264900775428316,493809267.6235404,185987455.0072644
2020-12-25,0.004587077067583234,583605834.2353426,182926718.7385402
2020-12-26,0.004589209805707651,585882282.2384405,154364516.27139553
2020-12-27,0.004516045564179549,576604270.3244793,161587640.96590027
2020-12-28,0.004552181715778152,587180822.7622855,165317270.52687648
2020-12-29,0.004603794477978668,585343439.1637602,132681365.80032332
2020-12-30,0.004493495309525287,571481132.3233013,137019167.90093893
2020-12-31,0.004656390926635217,591471700.0622396,138903963.936452
2021-01-01,0.004706604844990355,597887560.832381,127614763.73977792
2021-01-02,0.0055382718667696925,707576207.9924628,244607103.81259736
2021-01-03,0.010603074626027968,1354819956.9427054,3117161274.3641295
2021-01-04,0.01008668174073207,1288354839.388065,2306838510.677289
2021-01-05,0.009591750832278645,1226307420.3356287,1238833461.1610012
2021-01-06,0.009841171975224853,1257877104.268277,643097357.7319219
2021-01-07,0.010463464980351351,1331066850.693355,699719977.7240769
2021-01-08,0.009776329160118814,1249855746.9754574,505843512.6699151
2021-01-09,0.00988819653859302,1264295435.64546,423947676.84987605
2021-01-10,0.010219480187400938,1306799490.5060332,483402082.20292705
2021-01-11,0.00988108787044481,1263664502.9384043,430989178.5231064
2021-01-12,0.008856219491507052,1132719253.9873154,561767456.6464167
2021-01-13,0.008067137131608306,1022224680.7365731,343428360.7180931
2021-01-14,0.008650340588929543,1106626599.018502,279274226.79731566
2021-01-15,0.009467234495934725,1211261062.4007857,475592505.28980404
2021-01-16,0.009326414267907169,1193371729.6035225,443710335.69217896
2021-01-17,0.009264961751825887,1185636962.329226,358598771.0511315
2021-01-18,0.009027602956834534,1155387088.7706044,331381092.9536108
2021-01-19,0.009161624551937569,1180603793.0878499,292476114.0269545
2021-01-20,0.009053031022923328,1158893557.1417313,325744395.5779781
2021-01-21,0.00904623048527525,1158148986.8963308,313732430.34542584
2021-01-22,0.008160317703834115,1044842777.6884335,297156190.4570499
2021-01-23,0.00851684314238724,1087438950.4062521,293811759.97162914
2021-01-24,0.00857471840188461,1098138943.8773112,264407165.9551725
2021-01-25,0.008729032409539577,1118023169.9593675,255272293.7364981
2021-01-26,0.008373590205775354,1072613319.7744282,236268070.55985984
2021-01-27,0.008276931982708905,1053619538.5165173,211765468.68784878
2021-01-28,0.007437338700769726,948845594.1597716,221445009.68034008
2021-01-29,0.03264255895487548,4182699292.6448245,14941040931.500109
2021-01-30,0.04735048138966652,6067971852.134215,21756143387.811134
2021-01-31,0.028517121171004703,3654877536.8188677,7417688490.908438
2021-02-01,0.03798879183692234,4920829028.995096,7755101291.8493595
2021-02-02,0.03458624009599537,4433684615.525329,4656523408.6088085
2021-02-03,0.03162326174094092,4054295191.8342094,2444614954.7110186
2021-02-04,0.03737901444821823,4699500064.498884,2696782677.676331
2021-02-05,0.0542849721711171,6810395814.46409,12004482929.727007
2021-02-06,0.04706214015280456,6033220883.170296,5160805640.580533
2021-02-07,0.05787569494567245,7271788223.656685,5679785681.169644
2021-02-08,0.07908466523783014,10271067765.038733,13793129134.677094
2021-02-09,0.07922705589521394,10164021992.649546,10823807112.489635
2021-02-10,0.06997689027808386,8978311025.66714,6181134722.819423
2021-02-11,0.07298705804215211,9381046299.070465,6304018582.048755
2021-02-12,0.06975470115587286,8951728841.132595,3377206172.403933
2021-02-13,0.06947465876724081,8937647950.69853,3548414348.6845517
2021-02-14,0.06687367484331658,8583843025.684837,2275047526.10314
2021-02-15,0.06203434631356818,7963525499.222657,3318277601.178434
2021-02-16,0.056911820537918656,7306725577.541543,4042454025.1808486
2021-02-17,0.054079791872544615,6943871270.690156,2717472447.1943684
2021-02-18,0.04913740862967067,6256910635.589655,2259698807.77203
2021-02-19,0.06018616850059711,7729583761.278036,4660795048.421017
2021-02-20,0.05549877783784476,7128326860.060291,3048336602.085827
2021-02-21,0.05513466693712448,7082310129.661909,3342539175.644199
2021-02-22,0.05661248073295166,7345301352.426924,2723241990.437684
2021-02-23,0.05353195321298536,6873239454.790128,3430333609.0870194
2021-02-24,0.0474995538856427,6103500677.282097,2366851289.091933
2021-02-25,0.057061547877248625,7332961500.879711,4399443852.861352
2021-02-26,0.05021680189508614,6454021311.804082,2469967978.237412
2021-02-27,0.05054394010631582,6487737133.941386,1862673178.0345356
2021-02-28,0.05086647416115915,6538921364.475879,1478258321.6618836
2021-03-01,0.04823567257841363,6201387146.83418,1576893240.5192816
2021-03-02,0.05102062594467058,6561571713.102942,1652399316.0636256
2021-03-03,0.050567540137202736,6517554437.5179205,1424572957.2149425
2021-03-04,0.05075263290909236,6527074840.471931,1233795413.868452
2021-03-05,0.05014300657217839,6449361941.488914,1337710788.1295414
2021-03-06,0.04992226806941722,6421657994.005719,1358502535.7129877
2021-03-07,0.05088238385261625,6545855781.13969,1561141043.921425
2021-03-08,0.05184125840500301,6657773355.5391445,1014195811.4370382
2021-03-09,0.06168427419268369,7776184982.657351,3627421088.7573156
2021-03-10,0.057867249937040455,7446831674.698749,2529486917.6853743
2021-03-11,0.05619747315649827,7232723297.052502,1677010512.2692254
2021-03-12,0.05594963459004946,7201587925.215205,1390253342.513301
2021-03-13,0.055110588074730384,7094349920.738156,1349377295.2230818
2021-03-14,0.06192773101486665,7750447457.349575,1908931773.5006745
2021-03-15,0.05882799777920147,7610317577.680777,2759123151.6855946
2021-03-16,0.05688203258836793,7324737827.105644,1743281980.1706939
